        3	2022-02-13 18:27:45	1	0	1	0
        2	2022-02-13 18:27:50	1	0	1	0
        1	2022-02-13 18:41:15	1	0	1	0
       12	2022-02-13 19:55:57	1	0	1	0
        9	2022-02-13 19:57:21	1	0	1	0
        3	2022-02-14 08:08:59	1	0	1	0
        2	2022-02-14 08:09:10	1	0	1	0
       12	2022-02-14 08:10:30	1	0	1	0
        4	2022-02-14 08:19:05	1	0	1	0
        1	2022-02-14 08:51:58	1	0	1	0
        6	2022-02-14 09:02:01	1	0	1	0
        5	2022-02-14 09:05:22	1	0	1	0
        8	2022-02-14 09:11:58	1	0	1	0
        7	2022-02-14 09:12:01	1	0	1	0
        9	2022-02-14 10:02:17	1	0	1	0
       10	2022-02-14 11:00:33	1	0	1	0
       11	2022-02-14 12:47:55	1	0	1	0
        2	2022-02-14 18:27:14	1	0	1	0
       12	2022-02-14 18:27:29	1	0	1	0
        5	2022-02-14 18:28:23	1	0	1	0
        6	2022-02-14 18:28:32	1	0	1	0
        3	2022-02-14 18:28:37	1	0	1	0
        8	2022-02-14 18:28:42	1	0	1	0
        1	2022-02-14 18:59:17	1	0	1	0
        4	2022-02-14 19:53:53	1	0	1	0
        7	2022-02-14 19:53:56	1	0	1	0
        9	2022-02-14 21:53:48	1	0	1	0
       11	2022-02-14 22:50:55	1	0	1	0
       10	2022-02-14 22:50:59	1	0	1	0
        3	2022-02-15 08:07:48	1	0	1	0
        7	2022-02-15 08:07:51	1	0	1	0
        2	2022-02-15 08:08:36	1	0	1	0
       12	2022-02-15 08:09:56	1	0	1	0
        4	2022-02-15 08:14:51	1	0	1	0
        8	2022-02-15 08:28:55	1	0	1	0
        6	2022-02-15 08:53:42	1	0	1	0
        1	2022-02-15 09:03:12	1	0	1	0
        5	2022-02-15 09:07:00	1	0	1	0
        9	2022-02-15 10:06:54	1	0	1	0
       11	2022-02-15 10:49:13	1	0	1	0
       12	2022-02-15 18:26:10	1	0	1	0
        2	2022-02-15 18:27:01	1	0	1	0
        6	2022-02-15 18:27:09	1	0	1	0
        5	2022-02-15 18:27:15	1	0	1	0
        8	2022-02-15 19:01:19	1	0	1	0
        7	2022-02-15 19:54:32	1	0	1	0
        3	2022-02-15 19:54:44	1	0	1	0
        4	2022-02-15 19:54:47	1	0	1	0
        9	2022-02-15 21:49:01	1	0	1	0
       11	2022-02-15 22:52:28	1	0	1	0
       10	2022-02-15 22:52:47	1	0	1	0
       10	2022-02-15 22:52:56	1	0	1	0
       12	2022-02-16 08:02:17	1	0	1	0
        2	2022-02-16 08:11:21	1	0	1	0
        7	2022-02-16 08:15:13	1	0	1	0
        8	2022-02-16 08:15:23	1	0	1	0
        1	2022-02-16 08:51:02	1	0	1	0
       13	2022-02-16 08:54:18	1	0	1	0
        4	2022-02-16 08:57:30	1	0	1	0
        6	2022-02-16 09:00:04	1	0	1	0
        5	2022-02-16 09:05:33	1	0	1	0
        9	2022-02-16 10:08:37	1	0	1	0
       10	2022-02-16 11:06:09	1	0	1	0
       11	2022-02-16 13:04:03	1	0	1	0
       13	2022-02-16 17:42:39	1	0	1	0
        2	2022-02-16 18:30:39	1	0	1	0
        5	2022-02-16 18:31:23	1	0	1	0
        8	2022-02-16 18:58:11	1	0	1	0
        1	2022-02-16 19:17:57	1	0	1	0
        7	2022-02-16 19:54:22	1	0	1	0
        6	2022-02-16 19:54:45	1	0	1	0
        4	2022-02-16 19:55:09	1	0	1	0
        9	2022-02-16 21:55:07	1	0	1	0
       11	2022-02-16 22:46:45	1	0	1	0
       10	2022-02-16 22:47:04	1	0	1	0
        5	2022-02-17 09:18:26	1	0	1	0
