1	2025-01-01 09:06:09	1	0	1	0
1	2025-01-01 18:24:17	1	1	1	0
2	2025-01-01 09:09:50	1	0	1	0
2	2025-01-01 18:21:45	1	1	1	0
3	2025-01-01 09:06:10	1	0	1	0
4	2025-01-01 09:27:23	1	0	1	0
4	2025-01-01 18:05:07	1	1	1	0
5	2025-01-01 09:25:04	1	0	1	0
5	2025-01-01 18:21:46	1	1	1	0
2	2025-01-02 09:26:44	1	0	1	0
2	2025-01-02 18:17:06	1	1	1	0
3	2025-01-02 09:21:37	1	0	1	0
3	2025-01-02 18:26:35	1	1	1	0
4	2025-01-02 09:04:08	1	0	1	0
4	2025-01-02 18:04:52	1	1	1	0
5	2025-01-02 09:03:54	1	0	1	0
5	2025-01-02 18:24:09	1	1	1	0
1	2025-01-03 09:18:45	1	0	1	0
1	2025-01-03 18:20:27	1	1	1	0
2	2025-01-03 09:19:29	1	0	1	0
2	2025-01-03 18:25:45	1	1	1	0
3	2025-01-03 09:19:12	1	0	1	0
3	2025-01-03 18:12:38	1	1	1	0
4	2025-01-03 09:00:21	1	0	1	0
4	2025-01-03 18:12:50	1	1	1	0
5	2025-01-03 09:17:21	1	0	1	0
5	2025-01-03 18:11:04	1	1	1	0
1	2025-01-04 09:14:53	1	0	1	0
1	2025-01-04 18:15:45	1	1	1	0
2	2025-01-04 09:05:14	1	0	1	0
3	2025-01-04 09:30:29	1	0	1	0
3	2025-01-04 18:22:17	1	1	1	0
4	2025-01-04 09:04:21	1	0	1	0
4	2025-01-04 18:14:52	1	1	1	0
5	2025-01-04 09:26:57	1	0	1	0
5	2025-01-04 18:11:08	1	1	1	0
1	2025-01-05 09:22:38	1	0	1	0
1	2025-01-05 18:01:41	1	1	1	0
3	2025-01-05 09:23:31	1	0	1	0
3	2025-01-05 18:06:46	1	1	1	0
4	2025-01-05 09:29:31	1	0	1	0
5	2025-01-05 09:01:37	1	0	1	0
5	2025-01-05 18:19:28	1	1	1	0
1	2025-01-06 18:12:11	1	1	1	0
2	2025-01-06 09:14:54	1	0	1	0
2	2025-01-06 18:25:03	1	1	1	0
3	2025-01-06 18:12:53	1	1	1	0
